age_years,weight_kg,body_temp_c,heart_rate_bpm,vaccination_status,activity_level,appetite_level,breed_size
-0.8626434815145102,-0.02850109759906438,-0.09295329438445848,-0.3712147237584823,0.4565733396744826,1.2087636402619044,1.207902834827345,-0.021795223090645834
-1.19194160670069,-0.8946660754625468,-0.3312950748574149,-0.5186135469409048,0.4565733396744826,0.46203706712713716,0.4807980433586647,1.2236460963748252
1.3954008054764366,-0.43108481970462664,-0.2121241846209409,-0.7028620759189329,0.4565733396744826,1.2087636402619044,1.207902834827345,-0.021795223090645834
0.9955387963217895,-0.910932084436509,-0.3312950748574149,-1.1450585454662006,0.4565733396744826,1.2087636402619044,0.4807980433586647,1.2236460963748252
1.5365285734133707,-0.31722275688689183,-0.4504659650938973,0.586877626927264,0.4565733396744826,1.2087636402619044,1.207902834827345,-0.021795223090645834
-0.46278147235986333,-0.1789616806082139,0.02621759585202393,0.32892968635802455,0.4565733396744826,0.46203706712713716,-0.24630674811001552,-0.021795223090645834
1.4424433947887478,1.1548510552566795,-0.2121241846209409,-0.29751531216727106,0.4565733396744826,-0.2846895060076301,0.4807980433586647,-1.267236542556117
0.5721554925109873,-0.18709468509519495,0.5029011567979451,-0.997659722283778,-2.190228629452953,-1.7781426522771646,-1.7005163310473759,-0.021795223090645834
1.4659646894449034,0.6384052703333822,0.26455937632498877,1.9134670355690664,-2.190228629452953,-1.7781426522771646,-0.24630674811001552,-1.267236542556117
-1.0743351334199114,-0.8540010530276415,-1.2846621967492657,2.0240161529558836,0.4565733396744826,-0.2846895060076301,-0.24630674811001552,1.2236460963748252
-0.3686962937352405,-0.40261930400019297,-0.5696368553303797,-0.5923129585321161,0.4565733396744826,0.46203706712713716,-0.24630674811001552,-0.021795223090645834
0.17229348335634023,1.5005037459533743,-1.4038330869857483,2.5030623282987565,-2.190228629452953,-1.7781426522771646,-0.24630674811001552,-1.267236542556117
-0.3451749990790849,-0.04070060432953585,-0.4504659650938973,-0.26066560637166547,0.4565733396744826,-0.2846895060076301,0.4807980433586647,-0.021795223090645834
-0.6039092402967974,-0.4798828466265129,2.1712936201086737,1.655519094999827,-2.190228629452953,-1.7781426522771646,-1.7005163310473759,-0.021795223090645834
1.4424433947887478,-1.0369936539847153,-0.4504659650938973,-0.4449141353496936,0.4565733396744826,0.46203706712713716,1.207902834827345,1.2236460963748252
0.4310277245740532,-0.7970700216187742,-0.3312950748574149,-1.6978041324002848,0.4565733396744826,0.46203706712713716,0.4807980433586647,1.2236460963748252
-0.18052593648599496,1.0613215036563974,-0.2121241846209409,-0.26066560637166547,0.4565733396744826,-0.2846895060076301,1.207902834827345,-1.267236542556117
0.7603258497602325,-0.8621340575146227,2.528806290818121,0.8448255674965033,-2.190228629452953,-0.2846895060076301,-1.7005163310473759,1.2236460963748252
1.6306137520379935,-0.963796613601886,0.14538848608850635,0.5131782153360527,0.4565733396744826,0.46203706712713716,1.207902834827345,1.2236460963748252
0.8073684390725442,-0.00816858638161174,-0.2121241846209409,0.586877626927264,0.4565733396744826,1.2087636402619044,0.4807980433586647,-0.021795223090645834
0.031165715419406152,1.675363342423467,-0.2121241846209409,-0.7397117817145386,0.4565733396744826,0.46203706712713716,1.207902834827345,-1.267236542556117
-0.10996205251752793,-0.9068655821930185,-0.8079786358033445,-0.29751531216727106,0.4565733396744826,1.2087636402619044,1.207902834827345,1.2236460963748252
-1.1213777227322228,0.3578166155325358,-0.4504659650938973,-0.07641707739363732,0.4565733396744826,0.46203706712713716,1.207902834827345,-1.267236542556117
-1.2154629013568456,-0.5937449094442477,-1.5230039772222221,1.8029179181822497,0.4565733396744826,-1.7781426522771646,-0.9734115395786958,-0.021795223090645834
-0.2746111151106178,-0.9312645956539617,2.1712936201086737,-1.2187579570574116,0.4565733396744826,-1.7781426522771646,-1.7005163310473759,1.2236460963748252
0.24285736732480748,-0.8458680485406606,0.02621759585202393,-1.0345094280793836,0.4565733396744826,0.46203706712713716,0.4807980433586647,1.2236460963748252
-0.15700464182983936,-0.9271980934104711,2.1712936201086737,2.576761739889968,-2.190228629452953,-1.7781426522771646,-1.7005163310473759,1.2236460963748252
-1.4741971425745581,1.7160283648583723,-0.3312950748574149,0.2183805689712077,0.4565733396744826,1.2087636402619044,-0.24630674811001552,-1.267236542556117
0.4310277245740532,-0.6588089453400963,2.767148071291077,1.4344208602261934,0.4565733396744826,-1.7781426522771646,-1.7005163310473759,-0.021795223090645834
-1.0272925441076,1.7322943738323346,0.02621759585202393,-1.0345094280793836,0.4565733396744826,-0.2846895060076301,0.4807980433586647,-1.267236542556117
1.2307517428833465,-0.6832079588010394,-0.4504659650938973,0.10783145158439082,0.4565733396744826,-0.2846895060076301,1.207902834827345,-0.021795223090645834
-0.01587687389290507,-0.7889370171317932,-0.6888077455668621,-0.15011648898484856,0.4565733396744826,-0.2846895060076301,0.4807980433586647,1.2236460963748252
-1.6153249105114924,2.122678589207425,-0.09295329438445848,1.2501723312481652,0.4565733396744826,0.46203706712713716,0.4807980433586647,-1.267236542556117
1.1837091535710351,2.2650061677295934,0.38373026656146275,-0.11326678318924294,0.4565733396744826,1.2087636402619044,0.4807980433586647,-1.267236542556117
